"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-02-29,99878,"98569","WA","Aberdeen","Grays Harbor","Ocean Shores",9726,147800,0.00475866757307954,0.0179063360881543,0.0867647058823529,-0.00188375934511953,-0.0157336117104484,"2007-08","2007-Q3",179200,-0.175223214285714,"2005-06"
2016-02-29,89946,"73121","OK","Oklahoma City","Oklahoma","Oklahoma City",9727,132600,0.00759878419452888,0.0215716486902928,0.0106707317073171,0.0352702434006154,0.0210165507242628,"2016-02","2016-Q1",132600,0,"2016-02"
2016-02-29,66638,"20794","MD","Baltimore","Howard","Jessup",9728,300000,0.00267379679144385,0.00334448160535117,-0.029126213592233,0.0135324964006245,-0.0117677571791536,"2006-08","2006-Q3",348000,-0.137931034482759,"2005-05"
2016-02-29,58411,"01534","MA","Worcester","Worcester","Northbridge",9729,307900,0.00785597381342062,0.0178512396694215,0.0642931213273419,0.0248033045043194,-0.0112551301018627,"2005-06","2005-Q2",348600,-0.11675272518646,"2004-03"
2016-02-29,60266,"06365","CT","New London","New London","Preston",9730,201800,0.00148883374689826,0.009,0.00598205383848455,-0.0162258438489558,-0.0276088667966611,"2006-10","2006-Q4",282700,-0.286169083834453,"2003-09"
2016-02-29,62332,"12018","NY","Albany","Rensselaer","Averill Park",9731,209300,-0.00475511174512601,-0.00852676456655613,0.0428500249128052,-0.00956180843427601,0.000960622103161501,"2009-09","2009-Q3",231800,-0.0970664365832614,"2006-03"
2016-02-29,58854,"02667","MA","Cape Cod","Barnstable","Wellfleet",9732,545700,0.000733541169998166,-0.00437876299945265,0.0163903892717452,0.0140615140975897,0.000662107889312757,"2005-06","2005-Q2",566900,-0.0373963662021521,"2004-12"
2016-02-29,69694,"28073","NC","Shelby","Cleveland","Grover",9733,82000,-0.00121802679658952,-0.00606060606060606,0.0406091370558376,0.0221280405290492,-0.00759930860507152,"2005-12","2005-Q4",89500,-0.0837988826815642,"2005-01"
2016-02-29,59225,"03827","NH","Boston","Rockingham","East Kingston",9734,340000,0.000588581518540318,-0.00351699882766706,0.00147275405007364,0.030765184145594,-0.00542291968253616,"2006-04","2006-Q2",360400,-0.0566037735849057,"2004-07"
2016-02-29,97303,"93516","CA","Bakersfield","Kern","Boron",9735,67800,-0.00147275405007364,-0.0159651669085631,0.0830670926517572,-0.0228325151887478,-0.0717816523870796,"2006-10","2006-Q4",161000,-0.57888198757764,
2016-02-29,94767,"85054","AZ","Phoenix","Maricopa","Phoenix",9736,363800,0.00192784356926467,0.0210496772382823,0.0496249278707444,0.0720615450132933,-0.00662404430169705,"2006-03","2006-Q1",389000,-0.0647814910025707,"2005-09"
2016-02-29,63303,"13803","NY","Cortland","Cortland","Town of Marathon",9737,111900,0.0172727272727273,0.0667302192564347,0.217627856365615,0.0511452214320771,0.0397192577774432,"2016-02","2016-Q1",111900,0,"2016-02"
2016-02-29,66009,"19560","PA","Reading","Berks","Muhlenberg Township",9738,124200,0,-0.00719424460431655,-0.0056044835868695,-0.0112073121801257,-0.00659791472702786,"2007-03","2007-Q1",142500,-0.128421052631579,"2005-08"
2016-02-29,71849,"32189","FL","Palatka","Putnam","Satsuma",9739,97500,0.00619195046439629,0.0145681581685744,0.0609357997823722,-0.0148998619434633,-0.0503825514588164,"2006-08","2006-Q3",172900,-0.43609022556391,"2004-11"
2016-02-29,77108,"44280","OH","Cleveland","Medina","Valley City",9740,231500,0.00433839479392625,0.0109170305676856,0.0427927927927928,0.0163203536540109,0.00117384982508639,"2016-02","2016-Q1",231500,0,"2016-02"
2016-02-29,85154,"61776","IL","Bloomington, IL","McLean","Towanda",9741,146100,-0.0034106412005457,-0.00408997955010225,-0.0148347943358058,0.00401786290169426,-0.0000684205151122441,"2013-08","2013-Q3",164000,-0.109146341463415,"2012-08"
2016-02-29,65423,"18330","PA","East Stroudsburg","Monroe","Chestnut Hill Township",9742,130100,0.00463320463320463,-0.00611153552330023,0.0108780108780109,-0.0342934528906682,-0.0422813207553112,"2006-11","2006-Q4",206700,-0.370585389453314,"2001-12"
2016-02-29,87223,"66542","KS","Topeka","Shawnee","Tecumseh",9743,152500,-0.00586701434159061,0.000656167979002625,0.0416666666666667,-0.00117616635066009,,"2012-04","2012-Q2",161600,-0.0563118811881188,"2011-05"
2016-02-29,79551,"49064","MI","Kalamazoo","Van Buren","Lawrence",9744,113400,0.0188679245283019,0.0617977528089888,0.160696008188332,0.0364800408432286,0.00715175451710914,"2016-02","2016-Q1",113400,0,"2016-02"
2016-02-29,66723,"21013","MD","Baltimore","Baltimore","Baldwin",9745,406000,0.00519930675909879,0.013986013986014,0.015,0.00408909626932763,-0.0198429214926917,"2006-08","2006-Q3",509100,-0.202514240817128,"2004-09"
2016-02-29,70538,"29540","SC","Florence","Darlington","Darlington",9746,77000,0.00785340314136126,0.023936170212766,0.122448979591837,0.0260780832522085,0.0178718435745571,"2016-02","2016-Q1",77000,0,"2016-02"
2016-02-29,62291,"11942","NY","New York","Suffolk","East Quogue",9747,582000,0.00344827586206897,0.00103199174406605,0.0119979134063641,0.022862700246953,-0.0106998012666885,"2006-11","2006-Q4",680000,-0.144117647058824,"2005-05"
2016-02-29,62317,"11971","NY","New York","Suffolk","Southold",9748,592500,0.00474817703917246,0.0131668946648427,0.0219041048637461,0.0166669834560047,-0.00607076225255987,"2006-07","2006-Q3",650000,-0.0884615384615385,"2005-05"
2016-02-29,60149,"06093","CT","Hartford","Hartford","Suffield",9749,275700,-0.00181028240405503,-0.00469314079422383,-0.0195590327169275,-0.00330395790724913,-0.00939751351159379,"2007-07","2007-Q3",314500,-0.123370429252782,"2004-07"
2016-02-29,88795,"70775","LA","Baton Rouge","West Feliciana","Saint Francisville",9750,232500,-0.00641025641025641,-0.0255658005029338,0.0197368421052632,0.00865012815362554,0.0106642236328569,"2013-09","2013-Q3",271600,-0.143961708394698,"2012-11"
2016-02-29,63608,"14561","NY","Rochester","Ontario","Seneca",9751,119900,0.00167084377610693,0.0101095197978096,0.0283018867924528,0.0203707020020085,0.0214209114604651,"2016-02","2016-Q1",119900,0,"2016-02"
2016-02-29,76956,"44040","OH","Cleveland","Cuyahoga","Gates Mills",9752,478900,0.0152639389442442,0.0408606824603347,0.134834123222749,0.033223161139823,0.000691703369710694,"2005-04","2005-Q2",483400,-0.00930906081919735,"2005-02"
2016-02-29,85868,"63023","MO","St. Louis","Jefferson","Hillsboro",9753,130000,-0.00687547746371276,-0.0247561890472618,-0.0099009900990099,-0.0253385622413782,-0.0107922807993472,"2009-07","2009-Q3",178300,-0.270891755468312,"2005-07"
2016-02-29,76510,"43080","OH","Columbus","Licking","Utica",9754,172200,-0.00116009280742459,0.0034965034965035,0.141153081510934,0.0975934094588649,0.0507136754443949,"2015-12","2015-Q4",172500,-0.00173913043478261,"2015-12"
2016-02-29,61113,"08559","NJ","New York","Hunterdon","Delaware Township",9755,377400,-0.00553359683794466,-0.0110062893081761,-0.0401831129196338,-0.0189098619388425,-0.0215161853266075,"2006-01","2006-Q1",470600,-0.198045048873778,"2003-11"
2016-02-29,68615,"25438","WV","Washington","Jefferson","Ranson",9756,121800,0.0226700251889169,0.0518134715025907,-0.0145631067961165,-0.0124900903902081,-0.0375535313141657,"2006-09","2006-Q3",209300,-0.418060200668896,"2004-07"
2016-02-29,99669,"98260","WA","Oak Harbor","Island","Langley",9757,373500,0.0043022317827373,0.0190995907230559,0.0857558139534884,0.0188523684799589,0.00332645706131363,"2007-10","2007-Q4",412800,-0.095203488372093,"2006-10"
2016-02-29,94699,"84765","UT","St. George","Washington","Santa Clara",9758,249900,-0.00279329608938547,-0.004778972520908,0.0183374083129584,0.0119407127164715,-0.0122568085325697,"2007-03","2007-Q1",338600,-0.261961015948021,"2005-10"
2016-02-29,74365,"37403","TN","Chattanooga","Hamilton","Chattanooga",9759,194400,0,0.0130276185513288,0.079400333148251,0.0213657497320698,0.0231059130664817,"2016-02","2016-Q1",194400,0,"2016-02"
2016-02-29,85567,"62558","IL","Springfield","Sangamon","Pawnee",9760,119400,0.00251889168765743,0.00674536256323777,0.0651204281891169,0.0123365428879236,0.019015531708618,"2012-08","2012-Q3",124200,-0.0386473429951691,"2012-01"
2016-02-29,84972,"61434","IL","Davenport","Henry","Galva",9761,71500,-0.00139664804469274,0.0170697012802276,0.0784313725490196,0.0139955325151404,0.0105132616843213,"2013-09","2013-Q3",75000,-0.0466666666666667,"2013-07"
2016-02-29,69983,"28479","NC","Myrtle Beach","Brunswick","Winnabow",9762,179000,-0.00278551532033426,-0.00278551532033426,0.0388856645385955,0.0104897915470961,-0.00745071617531967,"2008-04","2008-Q2",210000,-0.147619047619048,"2005-04"
2016-02-29,87136,"66220","KS","Kansas City","Johnson","Lenexa",9763,385400,0.00547873728150274,0.00942902042954426,0.0507088331515812,0.0283040352848447,0.0147517092494434,"2016-02","2016-Q1",385400,0,"2016-02"
2016-02-29,74748,"38310","TN",,"McNairy","Adamsville",9764,67600,0,0.00148148148148148,0.015015015015015,0.0286359984250983,0.0184596560846124,"2015-04","2015-Q2",69300,-0.0245310245310245,"2015-03"
2016-02-29,90719,"75141","TX","Dallas-Fort Worth","Dallas","Hutchins",9765,85500,0.00944510035419126,0.0301204819277108,0.150740242261104,0.0781162764775745,0.00333522692474797,"2016-02","2016-Q1",85500,0,"2016-02"
2016-02-29,73905,"36521","AL","Mobile","Mobile","Chunchula",9766,122800,-0.00566801619433198,-0.0246227164416203,-0.0128617363344051,0.010242191108494,0.00667163998189735,"2010-03","2010-Q1",136500,-0.1003663003663,"2007-11"
2016-02-29,76937,"44003","OH","Ashtabula","Ashtabula","Andover",9767,75500,-0.0130718954248366,-0.039440203562341,-0.00264200792602378,-0.0110170326889726,-0.00614473986028052,"2010-10","2010-Q4",82200,-0.0815085158150852,"2008-12"
2016-02-29,77577,"45315","OH","Dayton","Montgomery","Clayton",9768,137300,0.0029218407596786,0.00881704628949302,-0.00507246376811594,0.0176489274837273,-0.0134438697126136,"2006-08","2006-Q3",158200,-0.132111251580278,"2002-04"
2016-02-29,82175,"55322","MN","Minneapolis-St Paul","Carver","Cologne",9769,256100,0.00747442958300551,0.0199123855037834,0.0252201761409127,0.0465401204064053,-0.00181693106335457,"2006-06","2006-Q2",263400,-0.0277145026575551,"2005-05"
2016-02-29,77934,"46051","IN","Indianapolis","Madison","Lapel",9770,90700,0.00554323725055432,0.0122767857142857,0.058343057176196,0.0269690536977703,-0.00566298792400921,"2005-07","2005-Q3",98000,-0.0744897959183674,"2003-12"
2016-02-29,73581,"35741","AL","Huntsville","Madison","Huntsville",9771,242500,-0.0016467682173734,-0.0016467682173734,-0.00655469070053257,0.00358462012963678,0.0148322298997399,"2010-07","2010-Q3",246000,-0.0142276422764228,"2010-06"
2016-02-29,64850,"17018","PA","Harrisburg","Dauphin","Middle Paxton",9772,165700,-0.00240818783865141,0.00363416111447608,0.0408291457286432,0.00614674451394315,0.00748042637676671,"2008-09","2008-Q3",170500,-0.0281524926686217,"2008-02"
2016-02-29,92538,"78597","TX","Brownsville","Cameron","South Padre Island",9773,270200,-0.000369959304476508,0,-0.0519298245614035,-0.0164739694493743,0.0203495161675367,"2009-06","2009-Q2",311400,-0.132305716120745,"2008-05"
2016-02-29,85384,"62265","IL","St. Louis","Clinton","New Baden",9774,127600,0.00551615445232467,0.0159235668789809,0.0704697986577181,0.00984537151840348,0.00286597962008628,"2008-10","2008-Q4",128800,-0.0093167701863354,"2008-09"
2016-02-29,58862,"02702","MA","Providence","Bristol","Freetown",9775,312300,-0.00319182891797,-0.000959692898272553,0.0205882352941176,0.0228800162585123,-0.0127057709210632,"2005-09","2005-Q3",362000,-0.137292817679558,"2004-01"
2016-02-29,87002,"65781","MO","Springfield","Greene","Willard",9776,120900,0.0033195020746888,0.00834028356964137,0.0168208578637511,0.0112907015822057,-0.00356832875727819,"2007-05","2007-Q2",136600,-0.11493411420205,"2005-06"
2016-02-29,81348,"53521","WI","Madison","Dane","Brooklyn",9777,241600,-0.00902378999179656,-0.0150835711373828,0.0232952138924185,0.0235081469268095,0.00822433829774627,"2015-12","2015-Q4",245700,-0.0166870166870167,"2015-08"
2016-02-29,62158,"11568","NY","New York","Nassau","Old Westbury",9778,2238800,0.00412630068173663,0.00547920596425043,0.0701209311218393,0.0271552403120372,-0.00676723916421773,"2006-08","2006-Q3",2415600,-0.073190925649942,"2005-05"
2016-02-29,78113,"46366","IN",,"Starke","North Judson",9779,87600,0.0115473441108545,0.015063731170336,0.00574052812858783,-0.00204222263416032,-0.017485922744801,"2014-02","2014-Q1",107600,-0.185873605947955,"2012-05"
2016-02-29,93246,"80116","CO","Denver","Douglas","Franktown",9780,570000,0.00617828773168579,0.0233393177737881,0.124925991711072,0.0728675174183611,0.0172276261803681,"2016-02","2016-Q1",570000,0,"2016-02"
2016-02-29,58412,"01535","MA","Worcester","Worcester","Town of North Brookfield",9781,212900,0.0118821292775665,0.0250361097737121,0.0613160518444666,0.0273833979524185,-0.0127705843320225,"2006-05","2006-Q2",243900,-0.12710127101271,"2004-06"
2016-02-29,75661,"40380","KY",,"Powell","Stanton",9782,97700,0.0393617021276596,0.105203619909502,0.257400257400257,0.0418286570937265,,"2016-02","2016-Q1",97700,0,"2016-02"
2016-02-29,69560,"27864","NC","Rocky Mount","Edgecombe","Pinetops",9783,56700,0.00710479573712256,0.0143112701252236,-0.0765472312703583,0.0105554687279461,-0.0146244795973319,"2006-06","2006-Q2",67500,-0.16,"2004-02"
2016-02-29,65515,"18507","PA","Scranton","Lackawanna","Moosic",9784,119100,0.0144804088586031,0.0118946474086661,0.0118946474086661,-0.0489851156148884,-0.0133989108439311,"2011-04","2011-Q2",153100,-0.222077073807969,"2005-07"
2016-02-29,58810,"02562","MA","Cape Cod","Barnstable","Sagamore Beach",9785,361100,0.000554170130229981,-0.00165883328725463,0.00725244072524407,0.0220452609124415,-0.00930851629402552,"2005-09","2005-Q3",398400,-0.0936244979919679,"2004-01"
2016-02-29,66770,"21087","MD","Baltimore","Baltimore","Kingsville",9786,343200,0.0082256169212691,0.0229508196721311,0.0337349397590361,0.00163973708396714,-0.0167604078377304,"2006-06","2006-Q2",416700,-0.17638588912887,"2005-01"
2016-02-29,67978,"24090","VA","Roanoke","Botetourt","Fincastle",9787,176200,-0.00899887514060742,-0.0243632336655592,-0.0537056928034372,-0.0049208383053887,0.00212450126464647,"2014-02","2014-Q1",208900,-0.156534226902824,"2013-10"
2016-02-29,64767,"16844","PA","State College","Centre","Union Township",9788,159400,-0.00375,-0.0172626387176326,-0.0414912808177992,0.00809770320880498,0.0186552876702351,"2015-03","2015-Q1",166500,-0.0426426426426426,"2014-11"
2016-02-29,73929,"36549","AL","Daphne","Baldwin","Lillian",9789,165900,0.00789793438639125,0.0240740740740741,0.036875,0.0445713529929692,-0.0109447777839315,"2006-10","2006-Q4",204700,-0.189545676599902,"2005-10"
2016-02-29,62299,"11952","NY","New York","Suffolk","Mattituck",9790,515200,-0.002710027100271,-0.00961168781237985,0.00272479564032698,0.0111557734144079,-0.0105939888703904,"2006-06","2006-Q2",581000,-0.113253012048193,"2005-01"
2016-02-29,60300,"06417","CT","Hartford","Middlesex","Deep River",9791,239700,-0.000417014178482068,0.00418935902806871,0.0381117366825466,-0.00622336078673813,-0.0182919795143046,"2006-09","2006-Q3",291300,-0.177136972193615,"2003-11"
2016-02-29,77281,"44672","OH","Youngstown","Mahoning","Sebring",9792,50500,0.00798403193612774,-0.00197628458498024,-0.0949820788530466,-0.0114753140321701,-0.024323407330558,"2006-11","2006-Q4",68900,-0.267053701015965,"1998-09"
2016-02-29,60775,"07727","NJ","New York","Monmouth","Farmingdale",9793,421600,0.00261593341260404,0.00404858299595142,0.0195888754534462,0.017273959510181,-0.0112496273719276,"2006-08","2006-Q3",479100,-0.12001669797537,"2004-09"
2016-02-29,66656,"20837","MD","Washington","Montgomery","Poolesville",9794,404200,-0.00197530864197531,-0.00418822370041882,-0.00565805658056581,0.0149474317423763,-0.00881042769835783,"2007-08","2007-Q3",464500,-0.129817007534984,"2005-03"
2016-02-29,71315,"30805","GA","Augusta","Richmond","Augusta",9795,71100,-0.013869625520111,-0.046916890080429,0.0157142857142857,0.0140776578866364,-0.00344980459563282,"2009-12","2009-Q4",82900,-0.142340168878166,"2005-10"
2016-02-29,77989,"46147","IN","Indianapolis","Boone","Jamestown",9796,150400,-0.0019907100199071,0.00602006688963211,0.0231292517006803,0.0448072568538784,0.0066891176180266,"2016-01","2016-Q1",150700,-0.0019907100199071,"2015-12"
2016-02-29,84440,"60195","IL","Chicago","Cook","Schaumburg",9797,138000,-0.000724112961622013,0.0117302052785924,0.195840554592721,0.028861668138116,-0.0180076402625085,"2008-02","2008-Q1",185300,-0.255261737722612,"2002-12"
2016-02-29,68591,"25387","WV","Charleston","Kanawha","Charleston",9798,54800,0.00366300366300366,0.00366300366300366,0.0640776699029126,-0.0176398263215914,0.0259860838644033,"2011-12","2011-Q4",63000,-0.13015873015873,"2009-01"
2016-02-29,98870,"96731","HI","Urban Honolulu, HI","Honolulu","Kahuku",9799,465400,0.00323345548609614,0.0197195442594216,-0.0525244299674267,0.0228929091260912,0.00962214868031741,"2015-05","2015-Q2",495300,-0.0603674540682415,"2014-08"
2016-02-29,81545,"54023","WI","Minneapolis-St Paul","Saint Croix","Roberts",9800,237900,0.00126262626262626,0.0110497237569061,0.0779338468509289,0.0454418766897031,0.0263035646661907,"2016-02","2016-Q1",237900,0,"2016-02"
2016-02-29,99464,"97875","OR","Hermiston-Pendleton, OR","Umatilla","Stanfield",9801,126900,0.0023696682464455,0.0079428117553614,0.0384615384615385,0.0494295591599678,0.0298098668044582,"2016-02","2016-Q1",126900,0,"2016-02"
2016-02-29,78351,"46936","IN","Kokomo","Howard","Greentown",9802,117200,0.0103448275862069,0.0182450043440487,-0.000852514919011083,0.0257690303817939,-0.00441314859876107,"2002-05","2002-Q2",137500,-0.147636363636364,"2001-01"
2016-02-29,79155,"48353","MI","Detroit","Livingston","Hartland",9803,218300,0.00137614678899083,0.000917010545621275,0.0220037453183521,0.0699242343448032,-0.00585376058297349,"2004-12","2004-Q4",235400,-0.072642310960068,"2004-01"
2016-02-29,100184,"99323","WA","Walla Walla","Walla Walla","Burbank",9804,234600,0.0125161847216228,0.0357615894039735,0.108171941426547,0.0302730481095117,0.0204535721845618,"2016-02","2016-Q1",234600,0,"2016-02"
2016-02-29,98283,"95562","CA","Eureka","Humboldt","Rio Dell",9805,199800,0.00100200400801603,-0.00398803589232303,0.0477189302569481,0.0076813944219194,-0.00614356288174922,"2007-08","2007-Q3",256500,-0.221052631578947,"2005-08"
