"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-02-29,94757,"85041","AZ","Phoenix","Maricopa","Phoenix",294,151700,0.00397088021178028,0.0256930358350237,0.113803230543319,0.139388148835607,-0.0380524825718556,"2006-06","2006-Q2",227900,-0.33435717419921,"2004-11"
2016-02-29,98881,"96744","HI","Urban Honolulu, HI","Honolulu","Kaneohe",295,740700,0,0.00488400488400488,0.0178645046035454,0.045343349360202,0.015340465393342,"2016-02","2016-Q1",740700,0,"2016-02"
2016-02-29,62118,"11432","NY","New York","Queens","New York",296,617700,0.0142857142857143,0.053017388339584,0.139247510143858,0.0647391160134285,0.0125818577217149,"2016-02","2016-Q1",617700,0,"2016-02"
2016-02-29,95985,"90004","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",297,1212300,0.00389201722424644,0.0140526976160602,0.0422111416781293,0.0965956608598431,0.0252434940885462,"2016-02","2016-Q1",1212300,0,"2016-02"
2016-02-29,96728,"92201","CA","Riverside","Riverside","Indio",298,221300,0.00226449275362319,0.0179392824287029,0.0858684985279686,0.095742875923478,-0.0437356145612143,"2006-02","2006-Q1",346100,-0.36058942502167,"2004-07"
2016-02-29,91184,"76010","TX","Dallas-Fort Worth","Tarrant","Arlington",299,80300,0.0255427841634738,0.0579710144927536,0.0735294117647059,0.0390594664095514,-0.00532039437047649,"2007-01","2007-Q1",87500,-0.0822857142857143,"2004-08"
2016-02-29,84285,"60016","IL","Chicago","Cook","Des Plaines",300,188900,0.000529661016949153,-0.0047418335089568,0.0345016429353779,0.0135571735100048,-0.0347677454607822,"2006-05","2006-Q2",273600,-0.309576023391813,"2001-10"
2016-02-29,79083,"48228","MI","Detroit","Wayne","Detroit",301,31600,-0.0186335403726708,-0.0650887573964497,-0.152815013404826,-0.0357057557287781,-0.0874408837805338,"2005-11","2005-Q4",80200,-0.605985037406484,
2016-02-29,84491,"60440","IL","Chicago","Will","Bolingbrook",302,167300,0.00299760191846523,0.0114873035066505,0.0133252574197456,0.0178977398468352,-0.0204033685003514,"2007-02","2007-Q1",212400,-0.212335216572505,"2003-08"
2016-02-29,96510,"91770","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Rosemead",303,510700,-0.000587084148727984,-0.000978090766823161,0.0271520514883347,0.0611283821371356,0.00345215797500842,"2015-12","2015-Q4",511300,-0.00117347936632114,"2015-10"
2016-02-29,66683,"20878","MD","Washington","Montgomery","Gaithersburg",304,501100,0.000199600798403194,0.000998801438274071,-0.00377733598409543,0.0173958921786452,-0.0121049777113273,"2006-02","2006-Q1",566000,-0.114664310954064,"2005-02"
2016-02-29,97564,"94109","CA","San Francisco","San Francisco","San Francisco",305,1129300,0.00596828790308213,0.0234729019394599,0.0992893993964762,0.102815850042525,0.0365882250907559,"2015-08","2015-Q3",1148100,-0.0163748802369132,"2015-08"
2016-02-29,76491,"43055","OH","Columbus","Licking","Newark",306,155500,0.000643500643500643,0.00974025974025974,0.125180897250362,0.111890090947572,0.0487580966337959,"2016-02","2016-Q1",155500,0,"2016-02"
2016-02-29,72353,"33015","FL","Miami-Fort Lauderdale","Miami-Dade","Country Club",307,200400,0.0136570561456753,0.0340557275541796,0.0879478827361563,0.0997043297877442,-0.0240362506607481,"2007-01","2007-Q1",281200,-0.287339971550498,"2005-03"
2016-02-29,67180,"22191","VA","Washington","Prince William","Woodbridge",308,271600,0.000736919675755343,0.00295420974889217,0.0195195195195195,0.047945434689318,-0.03368553646341,"2006-01","2006-Q1",382700,-0.29030572249804,"2004-08"
2016-02-29,97506,"94015","CA","San Francisco","San Mateo","Daly City",309,775700,0.000515929317683477,0.00453250453250453,0.0697834781409461,0.0824835340824028,0.00626994661993985,"2016-02","2016-Q1",775700,0,"2016-02"
2016-02-29,61093,"08527","NJ","New York","Ocean","Jackson",310,319800,0.00313676286072773,0.00883280757097792,0.0142721217887726,0.0150394287732956,-0.0137528684255702,"2006-09","2006-Q3",376800,-0.151273885350318,"2004-10"
2016-02-29,97748,"94541","CA","San Francisco","Alameda","Hayward",311,502500,0.00439736158305017,0.0188564476885645,0.116170590848512,0.135410692870803,-0.0114093282865826,"2006-08","2006-Q3",570900,-0.119810825013137,"2005-03"
2016-02-29,99387,"97701","OR","Bend","Deschutes","Bend",312,360100,0.00418293363078639,0.0166572557876906,0.121806853582555,0.102769663583456,0.00470137500155343,"2006-09","2006-Q3",389600,-0.0757186858316222,"2006-04"
2016-02-29,95048,"85710","AZ","Tucson","Pima","Tucson",313,145500,0.00137646249139711,0.00622406639004149,0.0268172194777699,0.0193569953926647,-0.0309736883560807,"2006-05","2006-Q2",205300,-0.29128105211885,"2004-09"
2016-02-29,82107,"55106","MN","Minneapolis-St Paul","Ramsey","Saint Paul",314,140600,0.00285306704707561,0.027027027027027,0.0907680372381691,0.064215596017696,-0.0241297313364623,"2006-05","2006-Q2",182400,-0.229166666666667,"2002-08"
2016-02-29,96655,"92113","CA","San Diego","San Diego","San Diego",315,324400,0.0169278996865204,0.0434223222901254,0.0501780511492392,0.122047396322751,-0.0190752558064115,"2006-03","2006-Q1",393500,-0.175603557814485,"2004-06"
2016-02-29,92346,"78250","TX","San Antonio","Bexar","San Antonio",316,135600,0.0066815144766147,0.0157303370786517,0.0787589498806683,0.0292439397470958,0.0165258721770392,"2016-02","2016-Q1",135600,0,"2016-02"
2016-02-29,66758,"21061","MD","Baltimore","Anne Arundel","Glen Burnie",317,228800,-0.002615518744551,-0.00218054949847362,-0.00218054949847362,0.0109261290849303,-0.0168208721013493,"2007-05","2007-Q2",283300,-0.192375573596894,"2005-03"
2016-02-29,72365,"33027","FL","Miami-Fort Lauderdale","Broward","Miramar",318,287600,0.00069589422407794,0.010896309314587,0.0500182548375319,0.0838318755692371,-0.0230142581386442,"2006-06","2006-Q2",372200,-0.22729715206878,"2005-03"
2016-02-29,70825,"30040","GA","Atlanta","Forsyth","Cumming",319,248500,0.00322971336293904,0.0142857142857143,0.0678985818650623,0.0409690154580225,0.00728564492809647,"2016-02","2016-Q1",248500,0,"2016-02"
2016-02-29,96922,"92571","CA","Riverside","Riverside","Perris",320,249700,0.00523349436392915,0.0150406504065041,0.0795503674881107,0.111783543885427,-0.0372257464128173,"2006-08","2006-Q3",380700,-0.344102968216443,"2004-06"
2016-02-29,70808,"30022","GA","Atlanta","Fulton","Johns Creek",321,354000,-0.00477930840596008,-0.0111731843575419,0.016365202411714,0.0492959851116543,0.00818125600925246,"2015-11","2015-Q4",358000,-0.0111731843575419,"2015-09"
2016-02-29,97931,"95020","CA","San Jose","Santa Clara","Gilroy",322,636900,0.000471253534401508,0.00616113744075829,0.0518579686209744,0.0984295011863752,-0.0131442320754216,"2006-03","2006-Q1",730500,-0.128131416837782,"2005-05"
2016-02-29,98437,"95828","CA","Sacramento","Sacramento","Florin",323,239600,0.0109704641350211,0.0472027972027972,0.151923076923077,0.132176640570322,-0.0343353268716556,"2005-12","2005-Q4",341600,-0.298594847775176,"2004-03"
2016-02-29,96091,"90221","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Compton",324,317800,0.00824873096446701,0.0271493212669683,0.0729237002025658,0.0978154003133183,-0.0157824514160532,"2007-02","2007-Q1",423800,-0.25011798017933,"2005-05"
2016-02-29,87073,"66061","KS","Kansas City","Johnson","Olathe",325,196000,0.00307062436028659,0.0129198966408269,0.0870770937326678,0.0256347967689525,0.0127949518632495,"2016-02","2016-Q1",196000,0,"2016-02"
2016-02-29,70874,"30096","GA","Atlanta","Gwinnett","Duluth",326,180000,0.00953449242849131,0.0297482837528604,0.103617412630288,0.0450596079456378,0.000557259716482017,"2007-06","2007-Q2",185000,-0.027027027027027,"2006-05"
2016-02-29,60499,"06902","CT","Stamford","Fairfield","Stamford",327,362200,-0.00631001371742112,-0.0114628820960699,-0.00984144341170038,0.00110803596025111,-0.0238104061375735,"2006-12","2006-Q4",463800,-0.21905993962915,"2004-02"
2016-02-29,97101,"93030","CA","Ventura","Ventura","Oxnard",328,449900,0.00603756708407871,0.0257637938896489,0.0623376623376623,0.0704492046170533,-0.0298413966082779,"2006-05","2006-Q2",625500,-0.280735411670663,"2004-06"
2016-02-29,96479,"91732","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","El Monte",329,426200,0.00518867924528302,0.0171837708830549,0.0235350624399616,0.0589920343959753,-0.0070617642362284,"2006-08","2006-Q3",468200,-0.0897052541648868,"2005-10"
2016-02-29,98923,"96789","HI","Urban Honolulu, HI","Honolulu","Mililani",330,622100,0.000321595111754301,0.00403486120077469,0.0272457067371202,0.0403749987660702,0.0129298013081149,"2016-02","2016-Q1",622100,0,"2016-02"
2016-02-29,62012,"11201","NY","New York","New York","New York",331,1027600,-0.0160857908847185,-0.0369259606373008,0.116107309655697,0.114022484855312,,"2015-11","2015-Q4",1067000,-0.0369259606373008,"2015-09"
2016-02-29,97008,"92708","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Fountain Valley",332,723700,0.00892234769273665,0.0246354240407759,0.0705621301775148,0.0503105830780533,-0.00305698975372071,"2006-05","2006-Q2",751600,-0.037120808940926,"2005-11"
2016-02-29,92474,"78501","TX","McAllen","Hidalgo","McAllen",333,99000,0.00303951367781155,0.00609756097560976,0.0975609756097561,0.00305816108893042,0.0214103819450009,"2010-08","2010-Q3",109200,-0.0934065934065934,"2010-02"
2016-02-29,66135,"20011","DC","Washington","District of Columbia","Washington",334,511900,0.0015652514185091,0.0126607319485658,0.0657922132000833,0.113160175439143,0.0305428451601482,"2016-02","2016-Q1",511900,0,"2016-02"
2016-02-29,62199,"11717","NY","New York","Suffolk","Brentwood",335,243400,0.00123406005758947,0.00661703887510339,0.0344241393965151,0.0176610254853002,-0.0358910846201287,"2007-03","2007-Q1",372500,-0.346577181208054,"2003-09"
2016-02-29,69450,"27610","NC","Raleigh","Wake","Raleigh",336,134600,0.00223380491437081,0.00823970037453184,0.0515625,0.0200190220028393,0.00543381517164465,"2016-02","2016-Q1",134600,0,"2016-02"
2016-02-29,91280,"76137","TX","Dallas-Fort Worth","Tarrant","Fort Worth",337,163000,0.00617283950617284,0.0206637445209768,0.124137931034483,0.0647684363781764,0.0202419517169228,"2016-02","2016-Q1",163000,0,"2016-02"
2016-02-29,97549,"94087","CA","San Jose","Santa Clara","Sunnyvale",338,1646000,0.00164303535568673,0.012736110256568,0.115629659753287,0.12780763311601,0.0625496102148329,"2016-02","2016-Q1",1646000,0,"2016-02"
2016-02-29,72622,"33463","FL","Miami-Fort Lauderdale","Palm Beach","Greenacres",339,163700,0.0155086848635236,0.0460063897763578,0.183658712942878,0.103154120684445,-0.0426391724581587,"2006-06","2006-Q2",257400,-0.364024864024864,"2004-08"
2016-02-29,62121,"11435","NY","New York","Queens","New York",340,370200,0.00871934604904632,0.0232172470978441,0.0541002277904328,0.043645596996011,0.00282570330021148,"2008-01","2008-Q1",422000,-0.122748815165877,"2006-04"
2016-02-29,70105,"28655","NC","Hickory","Burke","Morganton",341,99500,0.00505050505050505,0.0132382892057026,0.0540254237288136,0.00572517486952262,0.00400648700670314,"2010-03","2010-Q1",108600,-0.0837937384898711,"2006-08"
2016-02-29,96855,"92392","CA","Riverside","San Bernardino","Victorville",342,204700,0.00490918016691213,0.0173956262425447,0.0706066945606695,0.107422114790978,-0.0498647458853346,"2006-07","2006-Q3",346800,-0.409746251441753,"2004-05"
2016-02-29,95813,"89117","NV","Las Vegas","Clark","Las Vegas",343,257800,0.00389408099688474,0.0129666011787819,0.0782099539941447,0.0980499013701999,-0.0342530970527877,"2006-04","2006-Q2",368800,-0.300976138828633,"2004-03"
2016-02-29,97020,"92801","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Anaheim",344,458500,0.00438116100766703,0.0202492211838006,0.0890736342042755,0.0731063401508423,-0.0185830188891715,"2006-08","2006-Q3",569700,-0.195190451114622,"2004-11"
2016-02-29,70016,"28540","NC","Jacksonville","Onslow","Jacksonville",345,116900,-0.00679694137638063,-0.0151642796967144,-0.0464926590538336,-0.0381546863090568,0.00260318221255629,"2010-08","2010-Q3",144500,-0.191003460207612,"2006-05"
2016-02-29,61895,"10701","NY","New York","Westchester","Yonkers",346,378000,0.00826887169911977,0.0260586319218241,0.0277324632952692,0.00450468690503292,-0.0174805499840208,"2006-12","2006-Q4",459700,-0.177724603001958,"2004-11"
2016-02-29,417444,"85142","AZ","Phoenix","Pinal","Queen Creek",347,251100,0.00520416333066453,0.0194884287454324,0.100350569675723,0.110769770137811,-0.0225101101482341,"2006-04","2006-Q2",319100,-0.213099341899091,"2005-06"
2016-02-29,86717,"65203","MO","Columbia","Boone","Columbia",348,192300,-0.00155763239875389,0.0015625,0.0456769983686786,0.0085345711371525,0.00474995471598239,"2014-02","2014-Q1",197600,-0.0268218623481781,"2013-04"
2016-02-29,93295,"80219","CO","Denver","Denver","Denver",349,221700,0.00635497049477985,0.0297259637714817,0.1957928802589,0.115598206372045,0.0285537104458957,"2016-02","2016-Q1",221700,0,"2016-02"
2016-02-29,96861,"92399","CA","Riverside","San Bernardino","Yucaipa",350,319500,0.00725094577553594,0.0273311897106109,0.0451422963689892,0.0771874205819965,-0.0237949920693794,"2006-04","2006-Q2",411300,-0.223194748358862,"2004-09"
2016-02-29,77414,"45040","OH","Cincinnati","Warren","Mason",351,236600,-0.00042247570764681,0.00595238095238095,0.0340909090909091,0.0213340612569943,0.00252846983821287,"2016-01","2016-Q1",236700,-0.00042247570764681,"2016-01"
2016-02-29,417437,"85122","AZ","Phoenix","Pinal","Casa Grande",352,142900,0.00351123595505618,0.0170818505338078,0.0415451895043732,0.089473094833397,-0.0353018656966557,"2006-06","2006-Q2",206800,-0.30899419729207,"2005-01"
2016-02-29,95825,"89129","NV","Las Vegas","Clark","Las Vegas",353,220800,0.00318037255792821,0.0175115207373272,0.0754992693619094,0.10454804491365,-0.0404573431370353,"2006-02","2006-Q1",333700,-0.338327839376686,"2004-02"
2016-02-29,70698,"29732","SC","Charlotte","York","Rock Hill",354,161900,0.0043424317617866,0.0182389937106918,0.060248853962017,0.0293468567764361,0.0145673249106912,"2016-02","2016-Q1",161900,0,"2016-02"
2016-02-29,71719,"31907","GA","Columbus","Muscogee","Columbus",355,80500,0,-0.00124069478908189,-0.0242424242424242,-0.0246506286030782,-0.00864286545052861,"2009-04","2009-Q2",94700,-0.149947201689546,"2003-04"
2016-02-29,72479,"33177","FL","Miami-Fort Lauderdale","Miami-Dade","South Miami Heights",356,229700,0.00834064969271291,0.0328237410071942,0.176741803278689,0.136213745385489,-0.0184437706533389,"2007-02","2007-Q1",309500,-0.2578352180937,"2005-05"
2016-02-29,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",357,229300,0,0.0087989441267048,0.0105773468488321,-0.000348523217906793,0.00360286679897337,"2007-09","2007-Q3",262300,-0.125810141059855,"2006-04"
2016-02-29,67722,"23454","VA","Virginia Beach","Virginia Beach City","Virginia Beach",358,268400,0.00336448598130841,0.00261486738886814,0.0307219662058372,0.0136569347436399,-0.00726445352704286,"2007-08","2007-Q3",292500,-0.0823931623931624,"2005-08"
2016-02-29,72468,"33165","FL","Miami-Fort Lauderdale","Miami-Dade","University Park",359,309300,0.00814863102998696,0.02997002997003,0.157559880239521,0.10528869894151,-0.0211966615296431,"2007-04","2007-Q2",422900,-0.268621423504375,"2005-04"
2016-02-29,71864,"32210","FL","Jacksonville","Duval","Jacksonville",360,97800,0.00617283950617284,0.0240837696335078,0.107587768969422,0.0208784915100548,-0.0305658765904061,"2007-03","2007-Q1",147300,-0.336048879837067,"2004-08"
2016-02-29,91922,"77429","TX","Houston","Harris","Cypress",361,223900,0.00223813786929275,0.0158802177858439,0.0516674495068107,0.0393563634895659,0.0275005363471037,"2016-02","2016-Q1",223900,0,"2016-02"
2016-02-29,96047,"90066","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",362,1133900,0.0108763483997504,0.0298819255222525,0.123118066561014,0.0997073498677006,0.0295285171050053,"2016-02","2016-Q1",1133900,0,"2016-02"
2016-02-29,66679,"20874","MD","Washington","Montgomery","Germantown",363,273300,-0.000365764447695684,-0.00400874635568513,-0.0151351351351351,0.0271842369634077,-0.0249054561699759,"2006-04","2006-Q2",353600,-0.227092760180995,"2004-08"
2016-02-29,67247,"22407","VA","Washington","Spotsylvania","Fredericksburg",364,232400,0,0.000430477830391735,0.0108742931709439,0.0368875572370533,-0.0312981677317797,"2006-04","2006-Q2",319700,-0.273068501720363,"2004-08"
2016-02-29,90727,"75150","TX","Dallas-Fort Worth","Dallas","Mesquite",365,127900,0.0118670886075949,0.0289621882542237,0.135879218472469,0.0744935605838193,0.0127323030099447,"2016-02","2016-Q1",127900,0,"2016-02"
2016-02-29,97155,"93215","CA","Bakersfield","Kern","Delano",366,179300,0.00730337078651685,0.0251572327044025,0.160517799352751,0.0895006391453985,-0.0163808128726676,"2006-11","2006-Q4",231500,-0.22548596112311,"2005-10"
2016-02-29,65815,"19148","PA","Philadelphia","Philadelphia","Philadelphia",367,166300,-0.0012012012012012,0.00665859564164649,0.0374298190892077,0.0319523259621113,0.0280582350633563,"2016-01","2016-Q1",166500,-0.0012012012012012,"2015-12"
2016-02-29,96018,"90037","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",368,353700,-0.00253807106598985,-0.0114589155953046,-0.00281928390188892,0.111277502199487,-0.0150937990813453,"2007-05","2007-Q2",466000,-0.240987124463519,"2005-07"
2016-02-29,96657,"92115","CA","San Diego","San Diego","San Diego",369,431800,0.00723116398413809,0.0150446638457922,0.0651208682782437,0.0640983866487126,-0.00839898518940585,"2005-05","2005-Q2",471200,-0.083616298811545,"2004-07"
2016-02-29,97007,"92707","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Santa Ana",370,420300,0.0115523465703971,0.0324244657332351,0.0852052672347018,0.0931930623302912,-0.0315759056089474,"2007-02","2007-Q1",604100,-0.304254262539315,"2004-08"
2016-02-29,99500,"98012","WA","Seattle","Snohomish","Bothell",371,424900,0.00472925041380941,0.0165071770334928,0.0982165934349961,0.0701751495205882,0.0134665449899849,"2016-02","2016-Q1",424900,0,"2016-02"
2016-02-29,69672,"28027","NC","Charlotte","Cabarrus","Concord",372,185400,0.00542299349240781,0.0198019801980198,0.0823117338003503,0.038485100629897,0.0170253946962808,"2016-02","2016-Q1",185400,0,"2016-02"
2016-02-29,96917,"92562","CA","Riverside","Riverside","Murrieta",373,377300,0.000795755968169761,0.00882352941176471,0.0393939393939394,0.0838978244504796,-0.0246170218410593,"2006-05","2006-Q2",492100,-0.233285917496444,"2004-04"
2016-02-29,98861,"96720","HI","Hilo","Hawaii","Hilo",374,290000,0.00450294423276758,0.0182584269662921,0.0545454545454545,0.0321182836527116,-0.00970283408961181,"2006-07","2006-Q3",338700,-0.143785060525539,"2005-10"
2016-02-29,99534,"98052","WA","Seattle","King","Redmond",375,586100,0.00239439028561656,0.00548979241722422,0.0750183418928833,0.0743444955778489,0.0246113682334841,"2016-02","2016-Q1",586100,0,"2016-02"
2016-02-29,72392,"33063","FL","Miami-Fort Lauderdale","Broward","Margate",376,139000,0.00144092219020173,0.0123816460305899,0.094488188976378,0.120205541037946,-0.0450940033520629,"2006-08","2006-Q3",227000,-0.387665198237885,"2004-04"
2016-02-29,66832,"21222","MD","Baltimore","Baltimore","Dundalk",377,131900,0.00304182509505703,0.0146153846153846,0.0288611544461779,-0.0105735110849946,-0.009628992578403,"2007-08","2007-Q3",170700,-0.22729935559461,"2005-09"
2016-02-29,93146,"79938","TX","El Paso","El Paso","El Paso",378,129200,0,0.00544747081712062,0.0229612034837688,-0.00442968391632426,0.00893805663302993,"2007-11","2007-Q4",135400,-0.0457902511078287,"2006-12"
2016-02-29,62658,"12550","NY","New York","Orange","Town of Newburgh",379,171900,-0.00174216027874564,-0.00578368999421631,-0.00116211504938989,-0.0365722405937633,-0.0398285526091278,"2006-12","2006-Q4",264700,-0.35058556856819,"2003-06"
2016-02-29,61219,"08861","NJ","New York","Middlesex","Perth Amboy",380,221000,-0.000452284034373587,0.00408905043162199,-0.0125111706881144,0.00901716727978719,-0.0316062408619263,"2007-01","2007-Q1",326000,-0.322085889570552,"2003-11"
2016-02-29,92551,"78613","TX","Austin","Williamson","Cedar Park",381,249300,0.00120481927710843,0.00972053462940462,0.0977542932628798,0.0594222294313107,0.0356071773939994,"2016-02","2016-Q1",249300,0,"2016-02"
2016-02-29,67010,"21740","MD","Hagerstown","Washington","Hagerstown",382,144200,-0.000693000693000693,0.00628053035589672,0.00698324022346369,-0.00179336235271277,-0.0335269885102254,"2006-06","2006-Q2",206400,-0.301356589147287,"2004-06"
2016-02-29,90630,"75025","TX","Dallas-Fort Worth","Collin","Plano",383,329300,0.0101226993865031,0.0297060662914321,0.148186889818689,0.076957236981352,0.0363157057497017,"2016-02","2016-Q1",329300,0,"2016-02"
2016-02-29,66242,"20147","VA","Washington","Loudoun","Ashburn",384,464200,0.00585048754062839,0.0137584625464075,0.0184291355857832,0.0312510715151211,-0.0160272360926436,"2005-10","2005-Q4",550100,-0.1561534266497,"2004-12"
2016-02-29,64180,"15601","PA","Pittsburgh","Westmoreland","Greensburg",385,136000,0.00517368810051737,0.00815418828762046,0.0179640718562874,0.0153918486307534,0.0120061781756171,"2014-07","2014-Q3",136100,-0.000734753857457752,"2014-06"
2016-02-29,96415,"91406","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",386,487000,0.00557505678298575,0.0186153524367287,0.0729235514430491,0.0790536378019873,-0.00955967179769945,"2006-07","2006-Q3",547900,-0.111151670012776,"2005-08"
2016-02-29,72464,"33161","FL","Miami-Fort Lauderdale","Miami-Dade","North Miami",387,181200,0.00332225913621262,0.0202702702702703,0.146835443037975,0.0959600288853382,-0.0355380686526217,"2006-12","2006-Q4",295500,-0.386802030456853,"2005-01"
2016-02-29,61782,"10306","NY","New York","Richmond","New York",388,426400,0.00258640959322831,0.0149964294215663,0.0604327281770704,0.0106010241374519,-0.00396918045034111,"2006-10","2006-Q4",453800,-0.0603790215954165,"2005-08"
2016-02-29,70294,"29072","SC","Columbia","Lexington","Lexington",389,181700,0.000550660792951542,0.00664819944598338,0.0318001135718342,0.00788830164848009,0.00428185391479552,"2007-07","2007-Q3",183200,-0.00818777292576419,"2006-12"
2016-02-29,96015,"90034","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",390,964600,0.00994660245000524,0.0344235924932976,0.138574126534466,0.0793728431255143,0.0190647870835914,"2016-02","2016-Q1",964600,0,"2016-02"
2016-02-29,96520,"91786","CA","Riverside","San Bernardino","Upland",391,413300,-0.00144962551340904,0.00559610705596107,0.0283652649912914,0.0707839941132622,-0.0126685276801928,"2006-06","2006-Q2",479600,-0.138240200166806,"2005-05"
2016-02-29,78042,"46227","IN","Indianapolis","Marion","Indianapolis",392,115400,0.00173611111111111,0.0167400881057269,0.0377697841726619,0.0210205751991936,-0.0076410825877864,"2006-11","2006-Q4",125700,-0.0819411296738266,
2016-02-29,97470,"93905","CA","Salinas","Monterey","Salinas",393,314500,0.0041507024265645,0.0201102821926695,0.126029359112066,0.139361002287033,-0.0515641986384237,"2006-03","2006-Q1",535800,-0.413027248973498,"2003-10"
2016-02-29,65812,"19145","PA","Philadelphia","Philadelphia","Philadelphia",394,145400,0.00345065562456867,0.0153631284916201,0.132398753894081,0.0471200717551437,0.0333840938759955,"2016-02","2016-Q1",145400,0,"2016-02"
2016-02-29,77030,"44130","OH","Cleveland","Cuyahoga","Parma Heights",395,117800,0.00597779675491033,0.0172711571675302,0.0631768953068592,0.00675620099851404,-0.018302818716071,"2005-05","2005-Q2",142700,-0.174491941135249,"1998-10"
2016-02-29,92712,"78852","TX","Eagle Pass","Maverick","Eagle Pass",396,108900,-0.000917431192660551,-0.00183318056828598,0.0130232558139535,0.069022030827848,0.0297864784514832,"2015-11","2015-Q4",109100,-0.00183318056828598,"2015-10"
2016-02-29,96613,"92057","CA","San Diego","San Diego","Oceanside",397,412600,0.00291686922702965,0.0157557853274249,0.0725240447101638,0.085156446262578,-0.0125410323005224,"2006-04","2006-Q2",469400,-0.121005538985939,"2004-08"
2016-02-29,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",398,185600,-0.00268672756582483,-0.00429184549356223,0.0209020902090209,-0.00706747355849024,-0.00462169411812752,"2007-08","2007-Q3",226200,-0.179487179487179,"2005-11"
2016-02-29,62027,"11216","NY","New York","Kings","New York",399,933900,0.0221079128816898,0.0968992248062016,0.212070084360805,0.164722762504251,0.124450270517927,"2016-02","2016-Q1",933900,0,"2016-02"
2016-02-29,97796,"94591","CA","Vallejo","Solano","Vallejo",400,382200,0.00631911532385466,0.0216519647153168,0.127766302744172,0.114675420877063,-0.0348265687638772,"2006-04","2006-Q2",546900,-0.30115194733955,"2004-02"
2016-02-29,95982,"90001","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Florence-Graham",401,294200,0.00822481151473612,0.0190509179078628,0.0824135393671818,0.113716040331073,-0.0191066679805387,"2007-04","2007-Q2",409500,-0.281562881562882,"2005-05"
2016-02-29,96865,"92404","CA","Riverside","San Bernardino","San Bernardino",402,220000,0.00917431192660551,0.0285179990649836,0.0972568578553616,0.125894820350748,-0.0349511372544626,"2006-08","2006-Q3",329200,-0.331713244228433,"2004-10"
2016-02-29,78926,"48044","MI","Detroit","Macomb","Macomb Township",403,251200,0.00279441117764471,0.0056044835868695,0.00843034925732638,0.0720454648004309,-0.00343729855920893,"2005-10","2005-Q4",262200,-0.041952707856598,"2004-07"
2016-02-29,88451,"70065","LA","New Orleans","Jefferson","Kenner",404,172400,-0.00173711638679792,-0.00173711638679792,0.0754834684965689,0.0187607753967913,0.0153775445913904,"2015-12","2015-Q4",172900,-0.00289184499710815,"2015-10"
2016-02-29,84466,"60411","IL","Chicago","Cook","Chicago Heights",405,81100,0.00371287128712871,0.00123456790123457,-0.067816091954023,-0.0263828303943706,-0.046089234321574,"2007-03","2007-Q1",135500,-0.401476014760148,"1998-04"
2016-02-29,96596,"92027","CA","San Diego","San Diego","Escondido",406,400100,0.00831653225806452,0.027214377406932,0.0720793140407288,0.0838494286449707,-0.0168271896996873,"2006-05","2006-Q2",475900,-0.159277159067031,"2004-06"
2016-02-29,60545,"07030","NJ","New York","Hudson","Hoboken",407,675500,0.00911263818344786,0.0346147955276459,0.145109340566198,0.075194466053691,0.0296186920025923,"2016-02","2016-Q1",675500,0,"2016-02"
2016-02-29,79046,"48187","MI","Detroit","Wayne","Canton",408,222200,0.00270758122743682,0.010919017288444,0.0344506517690875,0.0783303220980047,-0.00545807286293243,"2005-06","2005-Q2",237800,-0.0656013456686291,"2002-09"
2016-02-29,69849,"28314","NC","Fayetteville","Cumberland","Fayetteville",409,105000,-0.00379506641366224,-0.00662251655629139,-0.0140845070422535,-0.0204034120621698,0.0043898696370781,"2010-06","2010-Q2",117900,-0.10941475826972,"2006-09"
2016-02-29,71005,"30281","GA","Atlanta","Henry","Stockbridge",410,133000,0.00150602409638554,0.00910470409711684,0.0769230769230769,0.0383266700886169,-0.0134589209379475,"2006-12","2006-Q4",157800,-0.157160963244613,"2001-11"
2016-02-29,89925,"73099","OK","Oklahoma City","Canadian","Yukon",411,156000,0.00192678227360308,0.0110174983797796,0.0209424083769634,0.0451375650566155,0.0284849258923288,"2016-02","2016-Q1",156000,0,"2016-02"
